1 1519746775955 Training with training/test data at:
2 1519746776033   DATA_DIR: /mnt/data/imagenet-tfrecord
3 1519746776049   MODEL_DIR: /job/model-code
4 1519746776055   TRAINING_JOB: 
5 1519746776060   TRAINING_COMMAND: python tf_cnn_benchmarks.py --local_parameter_device=cpu --num_gpus=2 --batch_size=128 --num_batches=250000 --model=vgg16 --data_dir="${DATA_DIR}" --data_name="imagenet" --variable_update=parameter_server --num_intra_threads=4 --num_inter_threads=8 --print_training_accuracy 
6 1519746776067 Storing trained model at:
7 1519746776071   RESULT_DIR: /mnt/results/imagenet-tfrecord-results/training-BV3Bs2ekg
8 1519746776075 Tue Feb 27 15:52:24 UTC 2018: Running Tensorflow job
9 1519746776080 /usr/local/lib/python2.7/dist-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
10 1519746776085   from ._conv import register_converters as _register_converters
11 1519746776089 W0227 15:52:40.157386 46987615483008 tf_logging.py:118] From /job/model-code/benchmark_cnn.py:1295: __init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
12 1519746776094 Instructions for updating:
13 1519746776098 Please switch to tf.train.MonitoredTrainingSession
14 1519746776102 2018-02-27 15:52:40.311296: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
15 1519746776107 2018-02-27 15:52:40.802099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
16 1519746776112 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
17 1519746776117 pciBusID: 0000:81:00.0
18 1519746776122 totalMemory: 15.77GiB freeMemory: 15.36GiB
19 1519746776126 2018-02-27 15:52:41.166045: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 1 with properties: 
20 1519746776130 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
21 1519746776135 pciBusID: 0000:82:00.0
22 1519746776139 totalMemory: 15.77GiB freeMemory: 15.36GiB
23 1519746776144 2018-02-27 15:52:41.167318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Device peer to peer matrix
24 1519746776149 2018-02-27 15:52:41.167684: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1126] DMA: 0 1 
25 1519746776153 2018-02-27 15:52:41.167719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 0:   Y Y 
26 1519746776157 2018-02-27 15:52:41.167726: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 1:   Y Y 
27 1519746776161 2018-02-27 15:52:41.167739: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla V100-PCIE-16GB, pci bus id: 0000:81:00.0, compute capability: 7.0)
28 1519746776166 2018-02-27 15:52:41.167747: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla V100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 7.0)
29 1519746995825 2018-02-27 15:56:05.633515: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
30 1519747000904 2018-02-27 15:56:12.002930: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 7717 of 10000
31 1519747000921 2018-02-27 15:56:13.187075: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
32 1519747029180 I0227 15:56:38.922674 46993615357696 tf_logging.py:110] Starting real work at step 10 at time Tue Feb 27 15:56:38 2018
33 1519747419569 TensorFlow:  1.5
34 1519747419620 Model:       vgg16
35 1519747419635 Dataset:     imagenet
36 1519747419641 Mode:        training
37 1519747419645 SingleSess:  False
38 1519747419649 Batch size:  256 global
39 1519747419654              128 per device
40 1519747419658 Num batches: 250000
41 1519747419663 Num epochs:  49.95
42 1519747419668 Devices:     ['/gpu:0', '/gpu:1']
43 1519747419672 Data format: NCHW
44 1519747419676 Layout optimizer: False
45 1519747419681 Optimizer:   sgd
46 1519747419686 Variables:   parameter_server
47 1519747419691 ==========
48 1519747419696 Generating model
49 1519747419700 Running warm up
50 1519747419704 Done warm up
51 1519747419708 Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
20356 1519893816014 198650	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.221	0.406	0.617
20357 1519893816020 198660	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.232	0.395	0.641
20358 1519893816104 198670	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.511	0.324	0.594
20359 1519893816109 198680	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.420	0.371	0.574
20360 1519893816115 198690	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.345	0.363	0.625
20361 1519893816120 198700	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.329	0.336	0.602
20362 1519893816124 198710	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.330	0.406	0.613
20363 1519893816129 198720	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.432	0.328	0.590
20364 1519893816134 198730	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.289	0.348	0.594
20365 1519893816138 198740	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.224	0.410	0.641
20366 1519893816143 198750	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.445	0.379	0.602
20367 1519893816146 198760	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.345	0.367	0.594
20368 1519893816151 198770	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.413	0.375	0.594
20369 1519893816155 198780	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.342	0.402	0.621
20370 1519893816160 198790	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.544	0.348	0.543
20371 1519893816164 198800	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.363	0.359	0.594
20372 1519893816169 198810	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.397	0.359	0.629
20373 1519893816173 198820	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.242	0.391	0.637
20374 1519893816177 198830	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.386	0.371	0.582
20375 1519893816182 198840	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.371	0.367	0.602
20376 1519893816186 198850	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.450	0.363	0.562
20377 1519893816190 198860	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.411	0.371	0.609
20378 1519893816194 198870	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.498	0.363	0.609
20379 1519893816198 198880	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.264	0.379	0.617
20380 1519893816202 198890	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.315	0.371	0.574
20381 1519893816210 198900	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.403	0.375	0.605
20382 1519893816215 198910	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.452	0.355	0.629
20383 1519893816220 198920	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.546	0.367	0.586
20384 1519893816224 198930	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.540	0.324	0.555
20385 1519893816228 198940	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.430	0.363	0.617
20386 1519893816233 198950	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.421	0.348	0.594
20387 1519893816238 198960	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.401	0.359	0.617
20388 1519893816242 198970	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.352	0.340	0.605
20389 1519893816247 198980	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.340	0.402	0.586
20390 1519893816251 198990	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.361	0.402	0.598
20391 1519893816254 199000	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.494	0.320	0.586
20392 1519893816259 199010	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.338	0.414	0.594
20393 1519893816263 199020	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.455	0.383	0.621
20394 1519893816268 199030	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.304	0.359	0.605
20395 1519893816273 199040	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.464	0.340	0.590
20396 1519893816277 199050	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.335	0.340	0.637
20397 1519894263990 199060	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.378	0.355	0.633
20398 1519894264016 199070	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.470	0.355	0.613
20399 1519894264031 199080	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.255	0.387	0.625
20400 1519894264038 199090	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.461	0.414	0.602
20401 1519894264042 199100	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.193	0.391	0.637
20402 1519894264046 199110	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.560	0.355	0.559
20403 1519894264050 199120	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.581	0.344	0.559
20404 1519894264055 199130	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.429	0.379	0.586
20405 1519894264059 199140	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.736	0.312	0.539
20406 1519894264064 199150	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.593	0.316	0.559
20407 1519894264069 199160	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.369	0.359	0.613
20408 1519894264073 199170	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.399	0.359	0.578
20409 1519894264077 199180	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.329	0.383	0.605
20410 1519894264081 199190	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.718	0.297	0.555
20411 1519894264085 199200	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.436	0.344	0.566
20412 1519894264090 199210	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.287	0.383	0.617
20413 1519894264096 199220	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.687	0.301	0.543
20414 1519894264099 199230	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.450	0.367	0.598
20415 1519894264104 199240	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.567	0.359	0.566
20416 1519894264108 199250	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.174	0.375	0.648
20417 1519894264112 199260	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.437	0.340	0.555
20418 1519894264117 199270	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.443	0.336	0.605
20419 1519894264121 199280	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.151	0.383	0.652
20420 1519894264124 199290	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.239	0.402	0.641
20421 1519894264128 199300	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.614	0.355	0.582
20422 1519894264133 199310	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.360	0.391	0.598
20423 1519894264137 199320	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.494	0.344	0.559
20424 1519894264141 199330	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.463	0.320	0.586
20425 1519894264145 199340	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.529	0.363	0.602
20426 1519894264149 199350	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.385	0.434	0.590
20427 1519894264153 199360	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.511	0.328	0.586
20428 1519894264157 199370	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.370	0.375	0.613
20429 1519894264161 199380	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.136	0.398	0.656
20430 1519894264165 199390	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.553	0.359	0.570
20431 1519894264169 199400	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.472	0.340	0.617
20432 1519894264173 199410	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.486	0.355	0.598
20433 1519894264177 199420	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.414	0.312	0.586
20434 1519894264181 199430	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.494	0.379	0.582
20435 1519894264185 199440	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.580	0.305	0.574
20436 1519894264190 199450	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.373	0.430	0.586
20437 1519894264194 199460	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.352	0.332	0.586
20438 1519894264198 199470	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.414	0.340	0.602
20439 1519894264202 199480	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.328	0.410	0.602
20440 1519894264206 199490	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.187	0.398	0.645
20441 1519894264210 199500	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.516	0.359	0.590
20442 1519894264214 199510	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.636	0.359	0.594
20443 1519894264218 199520	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.109	0.406	0.672
20444 1519894264222 199530	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.610	0.352	0.578
20445 1519894264226 199540	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.110	0.398	0.625
20446 1519894264232 199550	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.744	0.293	0.508
20447 1519894264236 199560	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.238	0.387	0.590
20448 1519894264241 199570	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.114	0.383	0.641
20449 1519894264245 199580	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.314	0.367	0.602
20450 1519894264248 199590	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.426	0.379	0.621
20451 1519894264252 199600	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.205	0.355	0.629
20452 1519894264256 199610	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.182	0.363	0.637
20453 1519894264260 199620	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.187	0.371	0.637
20454 1519894264264 199630	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.252	0.387	0.625
20455 1519894264269 199640	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.217	0.383	0.641
20456 1519894264272 199650	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.574	0.336	0.551
20457 1519894264276 199660	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.471	0.375	0.602
20458 1519894264280 199670	im20459 1519894357293 2018-03-01 08:52:06.619763: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
20460 1519894357302 2018-03-01 08:52:14.002817: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 5294 of 10000
20461 1519894357307 2018-03-01 08:52:20.067780: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
20462 1519894730292 ages/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.646	0.328	0.559
20463 1519894730312 199680	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.354	0.387	0.598
20464 1519894730327 199690	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.504	0.328	0.566
20465 1519894730331 199700	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.268	0.383	0.590
20466 1519894730337 199710	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.482	0.344	0.555
20467 1519894730342 199720	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.477	0.340	0.570
20468 1519894730359 199730	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.288	0.336	0.605
20469 1519894730363 199740	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.401	0.395	0.625
20470 1519894730368 199750	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.543	0.340	0.562
20471 1519894730372 199760	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.457	0.367	0.574
20472 1519894730376 199770	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.362	0.348	0.602
20473 1519894730381 199780	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.312	0.391	0.621
20474 1519894730386 199790	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.312	0.359	0.586
20475 1519894730390 199800	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.487	0.363	0.578
20476 1519894730394 199810	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.207	0.406	0.633
20477 1519894730398 199820	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.505	0.371	0.613
20478 1519894730402 199830	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.310	0.379	0.598
20479 1519894730406 199840	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.297	0.391	0.629
20480 1519894730411 199850	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.420	0.348	0.594
20481 1519894730416 199860	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.463	0.363	0.609
20482 1519894730420 199870	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.238	0.402	0.652
20483 1519894730426 199880	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.195	0.402	0.605
20484 1519894730430 199890	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.278	0.375	0.613
20485 1519894730435 199900	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.444	0.355	0.582
20486 1519894730439 199910	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.271	0.359	0.648
20487 1519894730443 199920	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.444	0.355	0.590
20488 1519894730447 199930	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.443	0.367	0.586
20489 1519894730451 199940	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.262	0.383	0.633
20490 1519894730455 199950	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.347	0.371	0.625
20491 1519894730459 199960	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.327	0.391	0.641
20492 1519894730463 199970	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.482	0.363	0.566
20493 1519894730468 199980	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.468	0.371	0.582
20494 1519894730472 199990	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.580	0.352	0.559
20495 1519894730477 200000	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.544	0.312	0.570
20496 1519894730481 200010	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.270	0.387	0.652
20497 1519894730486 200020	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.443	0.355	0.586
20498 1519894730489 200030	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.281	0.328	0.629
20499 1519894730493 200040	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.462	0.359	0.590
20500 1519894730497 200050	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.532	0.352	0.590
20501 1519894730501 200060	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.509	0.371	0.594
20502 1519894730506 200070	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.221	0.395	0.625
20503 1519894730510 200080	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.499	0.328	0.578
20504 1519894730514 200090	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.856	0.281	0.484
20505 1519894730518 200100	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.328	0.387	0.590
20506 1519894730523 200110	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.323	0.379	0.605
20507 1519894730528 200120	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.270	0.383	0.617
20508 1519894730533 200130	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.263	0.359	0.617
20509 1519894730537 200140	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.608	0.367	0.586
20510 1519894730541 200150	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.372	0.379	0.586
20511 1519894730545 200160	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.415	0.371	0.621
20512 1519894730549 200170	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.352	0.398	0.629
20513 1519894730553 200180	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.371	0.355	0.629
20514 1519894730558 200190	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.196	0.391	0.617
20515 1519894730562 200200	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.665	0.305	0.551
20516 1519894730565 200210	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.365	0.375	0.621
20517 1519894730569 200220	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.470	0.363	0.598
20518 1519894730573 200230	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.262	0.430	0.625
20519 1519894730577 200240	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.213	0.379	0.648
20520 1519894730582 200250	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.233	0.379	0.648
20521 1519894730586 200260	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.488	0.367	0.594
20522 1519894730590 200270	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.678	0.348	0.547
20523 1519894730594 200280	images/sec:20524 1519895179095  347.6 +/- 0.1 (jitter = 20.6)	3.235	0.418	0.633
20525 1519895179118 200290	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.314	0.375	0.590
20526 1519895179136 200300	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.436	0.398	0.582
20527 1519895179141 200310	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.229	0.367	0.648
20528 1519895179146 200320	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.450	0.391	0.574
20529 1519895179153 200330	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.354	0.348	0.609
20530 1519895179158 200340	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.154	0.414	0.680
20531 1519895179162 200350	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.301	0.391	0.629
20532 1519895179166 200360	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.431	0.355	0.637
20533 1519895179171 200370	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.359	0.379	0.586
20534 1519895179176 200380	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.429	0.406	0.625
20535 1519895179180 200390	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.624	0.324	0.543
20536 1519895179185 200400	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.388	0.375	0.629
20537 1519895179189 200410	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.249	0.410	0.617
20538 1519895179194 200420	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.466	0.387	0.617
20539 1519895179198 200430	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.320	0.375	0.605
20540 1519895179202 200440	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.580	0.344	0.551
20541 1519895179207 200450	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.452	0.363	0.594
20542 1519895179211 200460	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.241	0.383	0.645
20543 1519895179216 200470	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.145	0.406	0.641
20544 1519895179220 200480	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.359	0.379	0.602
20545 1519895179225 200490	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.315	0.379	0.586
20546 1519895179230 200500	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.098	0.418	0.641
20547 1519895179235 200510	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.178	0.383	0.621
20548 1519895179239 200520	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	2.931	0.465	0.680
20549 1519895179244 200530	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.209	0.406	0.645
20550 1519895179249 200540	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.350	0.336	0.570
20551 1519895179254 200550	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.425	0.359	0.605
20552 1519895179258 200560	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.624	0.320	0.570
20553 1519895179263 200570	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.560	0.363	0.590
20554 1519895179268 200580	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.588	0.312	0.551
20555 1519895179272 200590	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.426	0.328	0.555
20556 1519895179276 200600	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.376	0.383	0.570
20557 1519895179281 200610	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.297	0.391	0.641
20558 1519895179286 200620	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.591	0.332	0.590
20559 1519895179292 200630	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.426	0.367	0.578
20560 1519895179296 200640	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.279	0.383	0.613
20561 1519895179300 200650	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.150	0.418	0.609
20562 1519895179305 200660	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.356	0.391	0.598
20563 1519895179309 200670	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.572	0.312	0.555
20564 1519895179313 200680	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.245	0.383	0.605
20565 1519895179318 200690	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.509	0.355	0.578
20566 1519895179322 200700	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.320	0.355	0.660
20567 1519895179326 200710	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.294	0.398	0.645
20568 1519895179330 200720	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.447	0.363	0.574
20569 1519895179334 200730	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.143	0.391	0.652
20570 1519895179339 200740	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.254	0.398	0.617
20571 1519895179343 200750	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.199	0.363	0.621
20572 1519895179347 200760	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.159	0.422	0.668
20573 1519895179351 200770	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.433	0.375	0.590
20574 1519895179356 200780	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.467	0.359	0.586
20575 1519895179360 200790	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.468	0.395	0.566
20576 1519895179364 200800	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.536	0.332	0.594
20577 1519895179370 200810	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.159	0.418	0.598
