WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 13:50:30.957884: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 13:50:31.141978: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 13:50:31.142031: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 13:50:31.528917: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 13:50:31.528987: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 13:50:31.529003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 13:50:31.529484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1760	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.431
1770	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.378
1780	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.264
1790	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.230
1800	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.251
1810	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.325
1820	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.316
1830	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.159
1840	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.207
1850	images/sec: 225.7 +/- 0.2 (jitter = 0.5)	7.270
1860	images/sec: 225.7 +/- 0.2 (jitter = 0.5)	7.270
1870	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.330
1880	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.332
1890	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.006
1900	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.132
1910	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.243
1920	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.137
1930	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.195
1940	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.309
1950	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.182
1960	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.280
1970	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.270
1980	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.289
1990	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.174
2000	images/sec: 225.7 +/- 0.1 (jitter = 0.5)	7.186
----------------------------------------------------------------
total images/sec: 225.69
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 16:56:45.853399: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 16:56:46.028911: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 16:56:46.028966: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 16:56:46.435903: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 16:56:46.435968: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 16:56:46.435984: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 16:56:46.436451: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 228.1 +/- 0.0 (jitter = 0.0)	8.230
10	images/sec: 226.5 +/- 1.4 (jitter = 0.3)	8.519
20	images/sec: 226.7 +/- 0.7 (jitter = 0.6)	8.951
30	images/sec: 226.5 +/- 0.5 (jitter = 0.9)	8.674
40	images/sec: 226.3 +/- 0.4 (jitter = 1.3)	8.389
50	images/sec: 226.4 +/- 0.4 (jitter = 1.5)	8.450
60	images/sec: 226.4 +/- 0.3 (jitter = 1.4)	8.158
70	images/sec: 226.5 +/- 0.3 (jitter = 1.4)	8.080
80	images/sec: 226.5 +/- 0.2 (jitter = 1.4)	8.080
90	images/sec: 226.6 +/- 0.2 (jitter = 1.4)	7.937
100	images/sec: 226.7 +/- 0.2 (jitter = 1.4)	7.890
110	images/sec: 226.6 +/- 0.2 (jitter = 1.4)	7.878
120	images/sec: 226.6 +/- 0.2 (jitter = 1.5)	7.799
130	images/sec: 226.5 +/- 0.2 (jitter = 1.6)	7.900
140	images/sec: 226.6 +/- 0.2 (jitter = 1.7)	7.843
150	images/sec: 226.6 +/- 0.2 (jitter = 1.7)	7.904
160	images/sec: 226.6 +/- 0.1 (jitter = 1.7)	7.850
170	images/sec: 226.6 +/- 0.1 (jitter = 1.6)	7.856
180	images/sec: 226.7 +/- 0.1 (jitter = 1.6)	7.779
190	images/sec: 226.7 +/- 0.1 (jitter = 1.5)	7.898
200	images/sec: 226.7 +/- 0.1 (jitter = 1.4)	7.834
210	images/sec: 223.9 +/- 0.8 (jitter = 1.4)	7.812
220	images/sec: 224.1 +/- 0.8 (jitter = 1.4)	7.863
230	images/sec: 224.2 +/- 0.7 (jitter = 1.3)	7.925
240	images/sec: 224.4 +/- 0.7 (jitter = 1.3)	7.813
250	images/sec: 224.5 +/- 0.7 (jitter = 1.3)	7.747
260	images/sec: 224.6 +/- 0.6 (jitter = 1.2)	7.847
270	images/sec: 224.8 +/- 0.6 (jitter = 1.1)	7.822
280	images/sec: 224.9 +/- 0.6 (jitter = 1.1)	7.781
290	images/sec: 225.0 +/- 0.6 (jitter = 1.1)	7.772
300	images/sec: 225.1 +/- 0.6 (jitter = 1.0)	7.756
310	images/sec: 225.1 +/- 0.5 (jitter = 1.0)	7.804
320	images/sec: 225.2 +/- 0.5 (jitter = 1.0)	7.779
330	images/sec: 225.3 +/- 0.5 (jitter = 1.0)	7.782
340	images/sec: 225.4 +/- 0.5 (jitter = 0.9)	7.802
350	images/sec: 225.5 +/- 0.5 (jitter = 0.9)	7.729
360	images/sec: 225.5 +/- 0.5 (jitter = 0.9)	7.776
370	images/sec: 225.6 +/- 0.5 (jitter = 0.9)	7.711
380	images/sec: 225.6 +/- 0.4 (jitter = 0.9)	7.717
390	images/sec: 225.7 +/- 0.4 (jitter = 0.8)	7.692
400	images/sec: 225.8 +/- 0.4 (jitter = 0.8)	7.768
410	images/sec: 225.8 +/- 0.4 (jitter = 0.8)	7.705
420	images/sec: 225.9 +/- 0.4 (jitter = 0.8)	7.669
430	images/sec: 225.9 +/- 0.4 (jitter = 0.8)	7.686
440	images/sec: 226.0 +/- 0.4 (jitter = 0.8)	7.712
450	images/sec: 226.0 +/- 0.4 (jitter = 0.8)	7.752
460	images/sec: 226.0 +/- 0.4 (jitter = 0.8)	7.680
470	images/sec: 226.1 +/- 0.4 (jitter = 0.8)	7.564
480	images/sec: 226.1 +/- 0.4 (jitter = 0.8)	7.710
490	images/sec: 226.1 +/- 0.3 (jitter = 0.8)	7.784
500	images/sec: 226.2 +/- 0.3 (jitter = 0.8)	7.787
510	images/sec: 226.2 +/- 0.3 (jitter = 0.7)	7.707
520	images/sec: 226.2 +/- 0.3 (jitter = 0.7)	7.638
530	images/sec: 226.3 +/- 0.3 (jitter = 0.7)	7.785
540	images/sec: 226.3 +/- 0.3 (jitter = 0.7)	7.639
550	images/sec: 226.3 +/- 0.3 (jitter = 0.7)	7.683
560	images/sec: 226.3 +/- 0.3 (jitter = 0.7)	7.620
570	images/sec: 226.4 +/- 0.3 (jitter = 0.7)	7.707
580	images/sec: 226.4 +/- 0.3 (jitter = 0.7)	7.616
590	images/sec: 226.4 +/- 0.3 (jitter = 0.7)	7.697
600	images/sec: 226.4 +/- 0.3 (jitter = 0.7)	7.606
610	images/sec: 226.5 +/- 0.3 (jitter = 0.7)	7.629
620	images/sec: 226.5 +/- 0.3 (jitter = 0.7)	7.691
630	images/sec: 226.5 +/- 0.3 (jitter = 0.7)	7.573
640	images/sec: 226.5 +/- 0.3 (jitter = 0.7)	7.735
650	images/sec: 226.6 +/- 0.3 (jitter = 0.7)	7.677
660	images/sec: 226.6 +/- 0.3 (jitter = 0.7)	7.720
670	images/sec: 226.6 +/- 0.3 (jitter = 0.7)	7.728
680	images/sec: 226.6 +/- 0.2 (jitter = 0.6)	7.600
690	images/sec: 226.6 +/- 0.2 (jitter = 0.6)	7.684
700	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.531
710	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.546
720	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.705
730	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.547
740	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.626
750	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.744
760	images/sec: 226.7 +/- 0.2 (jitter = 0.6)	7.569
770	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.524
780	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.717
790	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.591
800	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.571
810	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.638
820	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.580
830	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.622
840	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.575
850	images/sec: 226.8 +/- 0.2 (jitter = 0.6)	7.500
860	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.510
870	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.584
880	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.513
890	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.517
900	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.652
910	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.615
920	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.577
930	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.511
940	images/sec: 226.9 +/- 0.2 (jitter = 0.6)	7.485
950	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.663
960	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.600
970	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.499
980	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.500
990	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.501
1000	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.511
1010	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.632
1020	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.465
1030	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.499
1040	images/sec: 227.0 +/- 0.2 (jitter = 0.6)	7.533
1050	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.472
1060	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.483
1070	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.598
1080	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.528
1090	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.515
1100	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.659
1110	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.367
1120	images/sec: 227.1 +/- 0.2 (jitter = 0.6)	7.406
1130	images/sec: 227.1 +/- 0.1 (jitter = 0.6)	7.604
1140	images/sec: 227.1 +/- 0.1 (jitter = 0.6)	7.434
1150	images/sec: 227.1 +/- 0.1 (jitter = 0.6)	7.420
1160	images/sec: 227.1 +/- 0.1 (jitter = 0.6)	7.362
1170	images/sec: 227.1 +/- 0.1 (jitter = 0.6)	7.355
1180	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.455
1190	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.435
1200	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.402
1210	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.431
1220	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.338
1230	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.449
1240	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.486
1250	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.569
1260	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.498
1270	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.462
1280	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.364
1290	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.424
1300	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.461
1310	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.371
1320	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.400
1330	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.442
1340	images/sec: 227.2 +/- 0.1 (jitter = 0.6)	7.362
1350	images/sec: 227.2 +/- 0.1 (jitter = 0.5)	7.282
1360	images/sec: 227.2 +/- 0.1 (jitter = 0.5)	7.321
1370	images/sec: 227.2 +/- 0.1 (jitter = 0.5)	7.306
1380	images/sec: 227.2 +/- 0.1 (jitter = 0.5)	7.433
1390	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.311
1400	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.427
1410	images/sec: 227.3 +/- 0.1 (jitter = 0.6)	7.432
1420	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.304
1430	images/sec: 227.3 +/- 0.1 (jitter = 0.6)	7.316
1440	images/sec: 227.3 +/- 0.1 (jitter = 0.6)	7.327
1450	images/sec: 227.3 +/- 0.1 (jitter = 0.6)	7.345
1460	images/sec: 227.3 +/- 0.1 (jitter = 0.6)	7.288
1470	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.261
1480	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.351
1490	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.390
1500	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.208
1510	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.414
1520	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.227
1530	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.377
1540	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.411
1550	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.314
1560	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.317
1570	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.412
1580	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.380
1590	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.226
1600	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.385
1610	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.391
1620	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.395
1630	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.341
1640	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.322
1650	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.418
1660	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.290
1670	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.248
1680	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.422
1690	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.206
1700	images/sec: 227.3 +/- 0.1 (jitter = 0.5)	7.319
1710	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.227
1720	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.187
1730	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.203
1740	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.108
1750	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.159
1760	images/sec: 227.4 +/- 0.1 (jitter = 0.5)	7.367
1770	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.361
1780	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.279
1790	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.176
1800	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.165
1810	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.290
1820	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.341
1830	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.196
1840	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.195
1850	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.287
1860	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.273
1870	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.274
1880	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.330
1890	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.082
1900	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.186
1910	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.207
1920	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.118
1930	images/sec: 227.0 +/- 0.1 (jitter = 0.5)	7.041
1940	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.232
1950	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.123
1960	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.150
1970	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.272
1980	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.326
1990	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.163
2000	images/sec: 227.1 +/- 0.1 (jitter = 0.5)	7.238
----------------------------------------------------------------
total images/sec: 227.02
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 17:19:47.919765: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 17:19:48.095466: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 17:19:48.095519: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 17:19:48.488385: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 17:19:48.488455: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 17:19:48.488471: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 17:19:48.488936: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
2018-06-29 17:23:28.636067: I tensorflow/core/kernels/data/shuffle_dataset_op.cc:97] Filling up shuffle buffer (this may take a while): 164 of 10000
2018-06-29 17:23:29.038220: I tensorflow/core/kernels/data/shuffle_dataset_op.cc:135] Shuffle buffer filled.
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 224.4 +/- 0.0 (jitter = 0.0)	8.429
10	images/sec: 225.9 +/- 0.4 (jitter = 1.0)	8.415
20	images/sec: 225.3 +/- 0.4 (jitter = 1.6)	8.933
30	images/sec: 225.1 +/- 0.3 (jitter = 2.0)	8.354
40	images/sec: 225.2 +/- 0.3 (jitter = 1.6)	8.212
50	images/sec: 225.2 +/- 0.2 (jitter = 1.9)	8.322
60	images/sec: 225.2 +/- 0.2 (jitter = 1.8)	8.628
70	images/sec: 225.3 +/- 0.2 (jitter = 1.7)	8.116
80	images/sec: 225.3 +/- 0.2 (jitter = 1.6)	7.909
90	images/sec: 225.3 +/- 0.2 (jitter = 1.6)	8.015
100	images/sec: 225.3 +/- 0.2 (jitter = 1.6)	8.181
110	images/sec: 225.3 +/- 0.1 (jitter = 1.5)	7.910
120	images/sec: 225.3 +/- 0.1 (jitter = 1.5)	7.820
130	images/sec: 225.2 +/- 0.1 (jitter = 1.7)	7.835
140	images/sec: 225.2 +/- 0.1 (jitter = 1.6)	7.889
150	images/sec: 225.3 +/- 0.1 (jitter = 1.6)	7.847
160	images/sec: 225.3 +/- 0.1 (jitter = 1.5)	7.924
170	images/sec: 225.2 +/- 0.1 (jitter = 1.6)	7.859
180	images/sec: 225.2 +/- 0.1 (jitter = 1.5)	7.801
190	images/sec: 225.3 +/- 0.1 (jitter = 1.5)	7.769
200	images/sec: 225.3 +/- 0.1 (jitter = 1.5)	7.768
210	images/sec: 225.4 +/- 0.1 (jitter = 1.4)	7.851
220	images/sec: 225.4 +/- 0.1 (jitter = 1.3)	7.893
230	images/sec: 225.5 +/- 0.1 (jitter = 1.3)	7.895
240	images/sec: 225.5 +/- 0.1 (jitter = 1.2)	7.827
250	images/sec: 225.6 +/- 0.1 (jitter = 1.2)	7.789
260	images/sec: 225.6 +/- 0.1 (jitter = 1.1)	7.792
270	images/sec: 225.6 +/- 0.1 (jitter = 1.1)	7.841
280	images/sec: 225.7 +/- 0.1 (jitter = 1.1)	7.806
290	images/sec: 225.7 +/- 0.1 (jitter = 1.0)	7.745
300	images/sec: 225.7 +/- 0.1 (jitter = 1.0)	7.769
310	images/sec: 225.8 +/- 0.1 (jitter = 0.9)	7.852
320	images/sec: 225.8 +/- 0.1 (jitter = 0.9)	7.805
330	images/sec: 225.8 +/- 0.1 (jitter = 0.9)	7.783
340	images/sec: 225.8 +/- 0.1 (jitter = 0.9)	7.774
350	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.791
360	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.796
370	images/sec: 225.9 +/- 0.1 (jitter = 0.8)	7.701
380	images/sec: 225.9 +/- 0.1 (jitter = 0.8)	7.698
390	images/sec: 225.9 +/- 0.1 (jitter = 0.8)	7.694
400	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.730
410	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.742
420	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.678
430	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.715
440	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.742
450	images/sec: 226.0 +/- 0.1 (jitter = 0.7)	7.781
460	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.755
470	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.671
480	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.748
490	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.807
500	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.807
510	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.687
520	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.711
530	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.772
540	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.654
550	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.725
560	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.644
570	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.714
580	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.667
590	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.678
600	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.664
610	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.697
620	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.734
630	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.641
640	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.681
650	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.689
660	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.635
670	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.748
680	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.616
690	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.687
700	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.542
710	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.584
720	images/sec: 226.3 +/- 0.0 (jitter = 0.7)	7.661
730	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.535
740	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.648
750	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.688
